Drug,Concentration (µM),mouse_1,pig_1,dog_1,dog_2,mouse_2,mouse_3,cynomolgus_1,cynomolgus_2,human_1,spiny_1,spiny_2,goat_1,ferret_1,ferret_2,blackhouse_1,serotine_1,serotine_2,hmouse_1,steppe_1,blackhouse_2,steppe_2,spiny_3,hmouse_2,rat_1,ferret_3,goat_2,serotine_3,cattle_1,pig_2,blackhouse_3,cattle_2,chick_2,human_2,cattle_3,chick_3,chick_1,sakhalin_1,sakhalin_2,guineapig_3,rat_2,rat_3,marmoset_1,guineapig_1,guineapig_2,marmoset_2,marmoset_3,pig_3,sakhalin_3,human_3,human_4,cynomolgus_3,hmouse_3,goat_3
Bosutinib,"0,400",104.8826387,106.1212915,116.2203083,156.2839097,102.5018831,81.466802,91.3347709,149.1819991,89.20631837,123.490744,97.93502372,124.4294816,110.8683911,102.098898,112.8758958,109.2187536,118.2891842,128.5035539,31.16933933,106.4199684,45.70169198,102.1832119,101.8723741,91.77483218,131.2508261,96.0370018,88.89713869,124.1736443,198.4843412,143.7788584,97.29438307,59.33563316,50.15812542,158.5539127,116.4888022,102.3824765,112.5930226,121.3085625,108.3599361,96.67240275,78.2694174,53.85279875,142.3240674,105.0638976,148.6357634,115.3348471,174.8076508,90.88034051,48.98693739,110.4031611,92.11042556,68.2154338,88.37375287
Bosutinib,2,155.3132355,78.05764712,117.9735622,58.55666982,69.88749298,170.98314,67.30308607,102.3193188,31.68110206,121.7202701,38.80996394,87.06152611,102.5357675,43.99130636,52.62600437,137.9664815,11.28713862,81.26361016,47.57988959,122.5549791,82.12013134,8.678622171,100.2403684,7.899594571,148.9967038,39.77456575,12.90636542,98.02892126,46.69230428,5.764909967,94.02194828,43.96068598,36.29551851,82.65291926,81.54857836,70.91444089,65.35808057,46.12379532,99.4462915,20.33287723,11.49030615,75.11015555,28.7745914,71.53346077,135.6826458,95.83119938,56.51035261,49.87297668,45.4934373,29.78402102,67.62678001,25.6384806,57.84199011
Bosutinib,10,1.172068591,1.461225889,1.118828782,1.656453191,1.310645163,1.2120089,0.942106224,1.122737698,14.14097328,1.830852744,1.409453615,1.244343137,1.629981097,1.37183461,1.143183512,3.10992123,1.346025936,2.90801106,1.509708757,1.128927771,1.513572578,1.204874617,9.948395341,1.133779555,1.7770013,1.126517912,1.012016736,1.090967975,0.835555875,1.215683873,1.530141951,1.688360026,0.816877351,1.991038188,0.905255797,1.345952673,2.216915511,1.619602503,1.54438413,1.064581682,1.389792476,1.742031913,1.147882251,1.374581608,1.47048399,1.560542941,1.931250071,1.085649468,1.809726815,1.547289791,0.87003656,3.39587268,1.237021013
Ibrutinib,"0,0032",86.851312,120.7339176,200.50427,229.723053,100.7736288,96.503623,90.98445766,83.00837533,93.60503149,100.7589596,90.50249591,85.83613212,124.8932719,74.62605226,107.2481295,99.55169277,123.3041972,91.09114139,117.3293983,178.3190455,153.2754747,116.0590893,104.5423696,146.0343576,65.3944367,113.5931078,115.3414344,123.1914058,152.6039556,143.956837,89.88941963,128.3277556,38.71519865,113.8448344,62.06318549,144.6820239,107.7227839,107.474664,121.9602505,107.8445537,114.361967,71.4541797,59.47200691,673.0551798,167.1561136,78.01552398,149.9244985,67.68450432,124.5061281,127.749094,89.52843265,101.526782,94.47024006
Ibrutinib,"0,016",101.8774372,94.82113483,103.1893796,117.9541456,71.54138211,142.78329,68.14132942,152.5917184,109.7257452,109.4568781,114.1037845,91.67711206,85.36933649,99.05221054,97.50715003,73.79630208,93.30449942,96.01177764,100.4587846,70.39981875,44.38245493,100.4834739,109.6571008,53.84343257,85.46519777,93.03694799,67.29813228,111.780995,67.84839611,221.7259141,107.6555612,85.59019813,90.79513719,80.09253551,65.85464907,187.7920075,118.4000999,87.9443626,126.82474,123.79015,108.6400308,94.03349606,44.56146612,122.9529469,228.6358623,154.0002381,58.96727509,47.95342255,77.65451909,221.7878538,67.74830997,92.0696132,118.270674
Ibrutinib,"0,08",110.4332144,161.7376873,97.61801588,93.81521461,95.72451532,94.709487,59.70404571,77.18684529,75.29578233,97.76247774,102.2013336,105.4843136,102.1217661,89.38877891,120.9808511,115.1838044,103.3950957,110.8431795,106.1138853,107.9211148,89.13270713,103.7585053,88.17813024,122.7479052,96.80694003,95.82798469,20.39499508,101.6525634,182.4413596,90.33940355,88.8131624,80.66729015,125.5403182,134.6966977,106.8378687,149.8092656,94.76379418,44.57588663,89.64163084,104.9459466,74.94725072,57.12738432,97.14506853,410.3411931,121.0585012,103.841008,134.0373837,111.8245758,92.04953343,116.9173183,58.40344251,81.0628179,62.65442549
Ibrutinib,"0,400",87.77031965,21.56971507,93.9977516,42.80287253,73.21234187,96.23349,86.41784338,111.9888158,20.18428281,94.32510523,75.75533672,113.0572929,105.2122744,107.7912614,89.8627502,122.2517857,24.32923249,106.797055,106.6473853,127.6284988,111.778762,22.20026465,138.1231907,77.2361086,150.3881027,49.19150404,6.399878121,126.7162364,48.83218016,58.20738342,103.7576169,78.56740417,36.75093871,81.77271771,45.01389106,102.4928023,102.6068853,38.3766751,199.0690393,79.36331724,124.2533632,127.8874441,54.48946936,15.58617038,130.1531644,162.5291813,53.15365605,2.82478649,55.32228206,61.65027123,85.23077088,129.632319,101.3581778
Ibrutinib,2,97.10327978,15.24035543,78.25381607,18.61541062,125.9312923,142.16851,176.7701073,111.4990218,22.59583538,4.591050679,37.89026428,65.79859307,140.9006836,60.48933233,4.017106549,14.8577872,6.41265054,71.09307146,8.155279585,3.143514908,16.92608152,5.515302755,82.49060018,34.80329346,123.0041389,15.21165294,4.512923605,2.312399067,54.89600317,7.023687916,102.7997644,2.587248853,47.0212257,4.81436822,2.374886625,31.64516112,3.173936045,3.333058035,16.0648464,26.91149501,6.536345794,10.68681308,16.33944398,1.940394737,149.2964921,5.170984682,69.1452241,1.089145924,18.51409691,13.67812394,180.6784658,21.636908,16.58842808
Ibrutinib,10,28.80865184,4.259057084,4.306318088,5.458613947,7.14553095,7.7761481,2.75915748,67.64435116,8.944283603,1.73726068,2.672092132,2.487028223,14.47703776,11.46128519,1.13101857,3.719903251,9.074813629,2.118569397,3.488600286,1.997311964,8.50385309,1.630010165,2.590093728,3.499964172,13.20626947,19.35952576,2.145562336,3.041915026,93.03468353,45.03072338,1.522810051,1.848945444,5.942186892,5.399605493,1.946239738,9.461054807,1.063758915,0.829371417,2.184069865,1.993647459,2.474542814,13.36428146,3.060532063,3.129836574,6.459002016,20.33914985,77.01100922,0.822016715,10.35301965,2.547873014,2.608308023,5.05972138,2.420604673
Ruxolitinib,"0,0032",88.65285642,79.20713796,131.8930618,140.4882805,88.72241692,60.102038,80.34154722,81.97941475,56.45887723,98.06552404,59.88217703,87.61161985,105.3355136,116.9502938,68.743126,127.5641074,99.18184739,94.07378542,102.8610615,140.3914526,113.23207,93.93793444,117.8727104,113.5728745,62.95244512,94.72128864,77.72401303,110.49271,57.22473878,94.49044039,92.9913604,187.6483394,63.80412168,78.76361296,89.25141056,122.3339954,86.14468219,66.45022935,103.0988617,91.22570577,69.284307,65.61735367,89.8466518,63.8641269,62.05153947,87.64254851,65.70848456,56.65866464,166.5177162,211.6805997,78.1999408,112.571174,81.92938591
Ruxolitinib,"0,016",87.13184375,117.781504,157.974039,91.19893559,144.2771198,59.327946,39.96530198,102.1321786,91.34641669,93.27346641,70.77182953,143.3497316,64.03602704,112.8136051,145.5517872,102.9272203,86.14502568,136.8934957,123.2598059,106.923686,103.8984285,115.4580425,93.65140383,52.09089269,92.48116929,138.8209406,86.89352347,99.39544742,179.648908,109.0857574,98.87694263,133.013415,96.78599293,139.0730176,97.35967515,113.4948381,118.0691081,57.14111298,99.62557516,72.44837615,81.12410617,90.01710752,78.34806543,29.73929397,106.1849348,61.54421977,152.7021606,73.60551881,139.4461871,91.82821236,38.10761225,91.8221915,74.47363467
Ruxolitinib,"0,08",74.2957956,147.5282238,55.76468812,93.573602,115.9282292,74.344853,58.10708896,26.33263429,54.46285372,113.3666265,88.07784294,61.69785545,89.73765393,82.60637858,65.55205828,72.30506888,73.12853944,76.74251992,128.5797416,108.6704608,69.17600149,102.3416995,121.678711,131.6609126,124.7191584,157.2285731,108.9670878,132.1666071,129.1584443,131.6786884,75.44258594,78.82465953,133.8256228,118.6372709,110.8981058,135.1438753,58.63738342,79.89146808,100.5186613,94.3125552,74.1365591,110.489144,94.08196366,146.8340287,110.7272796,158.9954348,117.3225903,111.3047694,66.29443664,113.0367663,56.60762721,56.3271582,84.25604009
Ruxolitinib,"0,400",78.44853609,80.97965828,67.38945931,124.7241369,117.1872047,78.328097,82.68363485,59.83559506,112.135958,116.8931755,126.5551168,111.3579334,115.2995454,87.47067547,128.809152,85.1993597,110.4074643,107.3414613,149.7379603,92.07138044,52.27468419,108.545033,88.19455074,59.07472199,93.04905466,29.80823642,61.74794055,100.5800231,82.89137135,95.07824358,104.8966147,97.45705329,81.21607439,85.65193776,77.56586896,108.5870173,117.8570519,95.86053249,95.25556737,118.491627,92.88120026,65.36748241,35.85513797,21.70812552,107.0565922,173.3093482,89.51361109,58.22880631,93.53083086,140.512367,82.97400436,44.1312345,130.4031379
Ruxolitinib,2,95.53591378,103.8107804,215.9316913,159.1001928,102.8599085,87.496229,70.26309135,121.6766334,129.3756733,91.49209747,107.8107311,100.9067207,87.34813153,110.4426533,91.81923681,136.3865293,117.2649979,87.47923074,132.7153312,210.0341845,81.60184093,105.4466834,122.1839093,77.16689771,77.2093072,85.41240909,56.66456676,121.6102369,61.05580018,155.5974087,107.2093367,63.34395378,32.55060093,66.69400315,109.9599993,62.27501136,94.45646211,103.9907939,93.43799148,142.4141865,102.3396548,50.32283717,81.90520816,139.2426484,159.9753051,86.43052739,71.14800195,35.63447703,186.206173,246.9514852,70.31452473,141.442537,118.5608947
Ruxolitinib,10,77.66405897,106.7359493,116.6563582,226.5047521,73.99628283,105.07229,81.40439332,85.15272464,43.05219079,122.6042592,84.17074091,115.3446919,52.67904812,74.50805305,95.91889373,110.6616948,100.5320752,149.7682339,110.3426767,126.7063067,85.39525535,86.20963497,76.74935083,59.84852973,82.91483183,119.2828701,54.29948197,98.22097326,76.56742077,52.88397225,112.6766359,77.32975742,99.45650483,38.63990975,23.10866085,66.47902947,66.91683322,133.737978,164.243831,148.5573571,109.7927794,54.16240405,67.25288386,17.78900887,272.3934765,88.48678917,62.41934202,82.7748571,167.3819713,211.5408879,80.03774017,109.430314,121.5618668
Pimozide,"0,0032",100.4690137,68.37006756,27.03538427,65.07447892,79.25135579,145.24165,73.57970984,74.76561544,59.41539946,81.22116045,99.93858217,95.12945722,117.1032618,116.1756002,42.13226111,133.4648606,84.27372616,71.50515245,45.94263093,118.4890832,116.3488452,89.42485657,77.98117032,93.56363254,47.95114326,142.7573556,90.53073879,111.6061463,102.8520048,96.45251365,103.5930321,133.2615227,66.12830964,70.03525058,107.8045553,77.05945501,104.0917686,30.22882339,54.69368566,137.8489014,96.6052426,63.55931904,134.0665775,101.0999576,132.9567279,129.0677777,87.19917648,79.66790665,58.41625998,62.41588456,70.29148536,118.484304,113.3258117
Pimozide,"0,016",79.94825447,68.24309703,97.77420209,143.0590804,75.78268192,61.687546,123.4306538,88.82969836,47.27498424,93.11028025,76.5502955,120.9947118,109.3677775,83.92687657,111.80877,92.5266945,92.80733081,80.64430859,50.87136,165.6468101,78.16638544,97.68038712,121.5493784,104.4311702,76.59362067,125.6699479,102.2930518,66.13280117,70.60948988,127.5632042,90.85544302,104.4886998,51.03912121,41.7139301,64.23434303,115.8338351,87.96085116,70.13292324,156.5285243,81.28115583,121.5398762,46.97512762,153.9770808,15.72323878,63.2933731,102.5261611,61.27035609,94.15547048,113.0173774,145.6118486,125.7747148,120.290303,123.5189404
Pimozide,"0,08",67.90580118,147.6432978,122.1163737,116.9769766,93.69657661,121.132,110.940984,131.1215206,61.40998017,118.2913929,83.98397003,111.8321832,84.69550855,111.4102969,104.4097024,133.4170797,113.0818762,116.9366496,111.5141673,175.8297216,88.68979421,92.93792101,84.73755629,70.42365146,101.4155735,149.0005768,67.32993292,111.6267167,81.91066667,114.5373734,86.58444725,123.4194248,101.9900268,148.988274,90.08680387,68.87777695,121.6988988,171.254175,110.4127871,95.24069023,133.9899249,46.39883924,53.91596679,39.53026467,160.7674212,78.71502798,91.04010476,77.16234655,79.51215011,90.86666626,111.9088893,152.673193,101.125542
Pimozide,"0,400",93.24207113,117.2005532,91.82520775,114.7331651,136.864803,126.90186,151.3374007,63.42407051,107.997878,119.3903077,98.78746149,89.64770574,101.9597838,95.53138273,112.230155,123.0134473,114.968239,114.0255965,126.9521245,143.6078442,38.64329116,96.84365281,67.62593034,67.06233474,69.76284345,161.4719311,84.74225243,104.9776281,55.24456223,82.6591774,97.02452539,129.287491,71.95148723,88.80019762,131.8549362,122.1303514,110.8035014,118.9352421,133.6672568,101.3665955,116.0774572,46.45760622,57.19086064,21.70812552,93.5919374,61.8100228,68.12396635,65.88709304,131.7845125,170.1607853,153.3523514,86.8088035,112.8098802
Pimozide,2,101.0730776,31.4161363,166.0177972,168.481476,88.22972317,153.75423,59.97870146,62.83294347,112.365983,85.56335223,113.4086614,59.98129956,125.0628098,102.2733782,148.8448834,77.29436866,113.4790323,111.0264315,220.8661328,112.4424898,80.17367124,93.62953694,98.19604466,162.2582909,124.368773,158.429571,104.8321295,142.4935189,95.52329664,133.2940698,104.50817,54.55277266,88.56681052,161.6980091,89.40498758,78.9031047,82.56255388,54.5057656,103.1078991,74.97338371,86.82224706,71.87678126,125.0863036,70.68376665,293.5690229,182.3154303,102.9886502,193.2325519,64.29597745,129.3064699,46.521296,100.385348,144.3295489
Pimozide,10,84.55093989,2.828600803,13.8927702,9.472539299,2.008775133,2.1395922,97.1197077,40.07481123,71.9846382,88.5754328,79.12914554,53.04264288,3.163167375,3.770187337,8.623267432,68.64517675,37.10260478,2.441332086,47.63476618,2.409178497,6.019201434,1.644518652,58.66174917,6.001110007,2.605022675,19.55375044,125.3221062,13.39662145,1.872562139,1.793575427,98.96335692,2.777165749,43.93304755,2.315674815,2.109069709,1.861552467,6.206158398,14.01893934,38.17909021,38.797059,73.43021965,1.339292107,9.495186556,1.465527462,2.69682148,83.42965948,3.505996601,1.087980438,53.42121489,57.4144627,97.29881565,2.22271396,88.78688322
Romidepsin,0.000128,92.61659533,124.1870165,180.9500268,146.8983837,74.2009342,79.286839,74.05920145,54.74099291,55.38089262,100.9622224,117.2281833,127.4423961,84.85341927,106.1051552,116.2812592,85.92562802,82.19657458,98.80351231,125.0881283,137.4823325,47.81390775,94.84020825,84.20425689,119.1152367,91.69193354,158.220184,76.34940599,70.02789968,94.38520884,75.74968878,96.7149806,95.07660021,70.43173258,108.5460915,109.2687658,103.3923046,77.30807665,82.89788711,118.9930074,85.74005727,116.3533336,105.8107714,106.369233,83.0829345,77.67065115,116.4464179,83.9497716,33.06831171,110.0182464,187.9630231,72.91180443,122.168417,95.13133751
Romidepsin,0.00064,94.2700797,187.836336,94.4673216,110.4048308,137.4916418,124.48651,157.6515931,68.60882704,54.7955243,132.735336,88.51875409,117.4987362,92.77972284,106.8543413,109.3225554,82.46287598,94.33835802,91.22068702,99.21373688,99.92733572,85.62527828,94.27742635,146.3996295,107.7226743,132.4444466,122.0569695,20.14790973,80.74809874,39.99888941,74.86238176,77.28223619,101.7521968,103.0653816,87.79432839,92.29661573,101.1406955,122.2526256,114.0293749,130.4217731,107.09903,69.69717145,64.96682548,46.46388317,87.58735268,104.535421,69.56395463,44.69067073,33.68706781,121.125234,93.43863396,159.030956,87.304578,88.12734112
Romidepsin,0.0032,128.1678916,90.15201214,71.56020411,76.27314159,84.58164417,69.719467,80.86617901,35.738189,110.3315189,117.0124453,124.645553,85.33142157,97.02249245,90.65629693,85.50188592,86.68469404,14.2273784,86.32239346,27.99384895,127.3320833,145.4026229,88.81365721,90.29327094,25.08706372,140.3171765,72.23604733,12.3857876,158.1025034,209.0508061,192.3613955,80.87428345,80.46073044,121.9707772,144.9840313,95.74856731,2.830875603,93.02458069,51.19029787,88.58657852,66.3985124,47.7994918,22.16549266,46.9154112,79.22747994,61.74186412,93.166297,181.1389948,22.53255856,80.90035389,113.1174555,74.72421681,68.6025003,90.68318711
Romidepsin,"0,016",68.00691967,13.45990404,15.03996582,21.50225705,21.83654271,8.1728807,1.288604801,0.900922737,39.9832325,102.8367034,97.46691397,2.715981296,13.25236923,35.67338011,6.755181784,1.524227526,1.39977818,67.04380006,35.04545028,1.101457416,7.383964252,30.61917484,102.0718464,2.694560156,131.7370081,1.304396947,1.394394875,60.07303118,3.494320919,1.306181432,81.87846191,45.03001608,7.272011756,88.79034593,1.711466733,0.945937642,48.16658829,9.428974118,20.90187021,9.219130313,3.472291696,1.5622347,21.83508156,16.77236415,11.01230953,32.54403114,5.077904728,0.725164894,18.05038198,1.691297569,1.273935309,22.6661253,9.43008181
Romidepsin,"0,08",15.44777579,7.382943308,55.41094539,2.835561441,3.512037193,2.5273836,2.11008675,2.289672778,31.44757308,65.47806346,19.51429597,2.812432457,3.697595664,4.544702294,1.749932308,1.641614949,1.933851906,9.105799449,15.45097327,2.035166303,10.49389372,16.73987971,36.30397163,2.245817867,3.050916459,2.398075652,1.675102037,6.949747619,3.088806987,2.352290118,96.53835842,2.791447877,6.687458289,15.07185356,1.87692476,1.667643083,28.16879262,2.676162977,20.4069342,3.007643362,2.960776018,2.108470089,19.33337537,16.77886029,7.769084558,14.28684952,3.98909296,0.97597731,2.422923206,5.091076514,2.118093523,1.75415228,2.178340529
Romidepsin,"0,400",1.976016467,1.590105748,1.458556655,1.751282047,1.80000327,1.6508058,1.155264982,2.048916082,12.39455577,3.082586597,1.988794524,2.221929651,1.278354818,1.742229955,1.75242951,1.75986754,1.838120587,2.075300105,2.125885258,1.813704262,3.964893541,3.192336391,2.577002472,1.415738667,2.257266845,3.421712176,1.469378535,5.907389553,3.664888584,2.943540835,1.905564401,1.609041099,2.73863774,2.746099823,3.447626243,1.788710569,1.577905792,0.785091062,1.531206705,1.121543038,1.324355485,1.592808409,2.814536411,22.8306572,2.547877277,2.127187841,5.144323381,1.196487111,1.966504199,3.880738773,1.108619628,1.93017622,1.685146724
Panobinostat,"0,0032",101.3398445,151.1627827,36.3550243,28.58836938,75.75096063,101.11506,101.0979391,81.45391099,78.47253909,77.06447293,94.63001768,83.65608008,93.65415028,84.88087322,73.63510952,88.36614599,93.10407808,81.8171424,126.1962658,101.0754267,49.19112749,87.33295379,123.9418618,72.55955944,123.8926396,102.1358489,93.72908432,104.3913706,60.8642679,86.05305132,114.1779974,55.52295409,139.8735313,134.5416509,75.79121938,136.4940799,98.1731033,68.3600338,109.0083058,98.15409606,62.78894195,88.05131473,65.43788386,108.3275545,105.381856,125.8892552,74.16863147,4.220571571,49.3581808,97.76970056,98.94891511,119.339717,84.44271902
Panobinostat,"0,016",80.68202529,161.2340644,101.9177359,59.12274004,82.42348465,76.498873,107.3850243,131.1166558,52.55947917,74.97904978,86.42098599,137.3256555,122.3042414,92.4909471,90.41976899,117.7770243,105.3468253,158.4889629,131.1843708,92.99253415,96.30307064,98.33494441,93.69423255,50.66176323,120.4433488,59.45597491,38.865071,107.9330983,171.4879104,126.560836,107.8154039,96.61216507,76.80534798,108.4250564,163.6259435,109.0112011,119.0451838,67.4738556,109.1339205,85.79995046,74.2880887,58.62438023,45.35196177,91.34211719,226.1882978,83.70767944,145.7060625,19.89413315,97.32244551,113.2767793,107.6433298,52.9178223,130.8888882
Panobinostat,"0,08",86.19713007,54.37026339,46.06828439,55.90019647,91.11001619,71.778656,85.66762627,120.4233737,77.63983205,90.53673848,159.617361,123.8603914,140.261905,114.7421402,101.3641146,125.6649873,88.07856046,99.87496486,88.29574651,96.99782526,55.0877423,96.99001095,128.4315984,25.37353658,87.51135062,37.3758984,9.343048054,118.2437252,87.20509411,41.22012975,99.33991016,116.0566926,32.25326221,130.2524715,54.72740512,116.6203262,99.7398405,37.99380043,103.69952,50.50033734,34.44596646,63.72728847,39.21470064,88.26100161,141.0728269,157.4264079,78.14466777,20.41603743,91.35291473,203.1781639,84.06378849,92.6469546,87.83834244
Panobinostat,"0,400",107.2090699,21.41505924,34.36525153,49.91295259,65.67974579,60.955992,28.5566268,54.48439968,19.38486344,106.1655572,86.89787526,10.75577293,76.62271152,120.953693,3.779087501,33.30483744,22.66798691,95.04862944,26.09775438,6.773944226,8.11944658,104.2456956,136.1709571,6.186625261,133.7616552,5.21973269,5.42978359,129.7854562,21.71388135,17.53950425,113.8433928,6.537083566,18.68751945,89.82365915,1.389420368,2.630028895,9.422025629,5.071452202,45.17948373,27.91376358,17.37856133,10.95810825,19.01335298,23.25485464,61.25777485,22.02661311,26.22458209,1.529233137,33.464619,74.48115875,26.96671111,84.9083465,18.55931466
Panobinostat,2,96.3911562,14.58251738,5.013321942,3.10047188,131.6166629,128.79767,2.291283254,2.280357171,54.13131677,52.83838331,56.10365019,2.585753281,121.4778336,68.62809841,2.266639126,3.01341579,2.032397685,37.00457973,2.694657387,2.484981574,24.16505165,9.226292451,115.3068806,2.328870924,161.9824681,4.277898333,2.161462654,12.30381683,3.746905974,2.596202586,71.43900388,2.240759699,2.654271373,4.38845857,2.043587313,2.160976305,3.119121796,3.567595424,11.78940304,2.013286097,3.674964601,4.543729237,8.510677695,6.744934235,15.72362814,9.213769949,5.283405176,1.303944847,8.763244941,3.373256112,2.219040912,26.9625272,2.251886324
Panobinostat,10,128.4482469,2.002594732,1.249248839,1.716223655,111.8239523,86.842369,2.09557947,2.123544447,3.092455473,18.35959511,2.97471686,2.694995116,86.19859861,28.1629786,2.113096863,2.501551565,2.150525771,7.125009965,1.957278349,2.786211486,3.915626961,2.588273998,3.440009672,1.835141562,96.84009093,3.589088582,2.107457608,3.039466164,4.073312619,2.224947124,3.708737545,2.609793369,6.128900209,2.531415088,2.159112276,2.170039583,2.326299083,1.277962246,2.411064897,1.604085767,1.769112211,1.57644292,2.793953937,3.909372457,3.012266672,2.365587627,5.035328668,1.520958192,2.387687885,3.163688374,2.093907642,5.70903344,2.095166382
Onalespib,"0,0032",107.7410743,92.59837952,16.23233649,159.7257357,101.8284761,49.631401,79.97637991,86.63928856,97.65901626,156.2687964,75.18036765,66.79631305,99.62117729,106.7858567,91.55899266,96.52085567,49.43596977,135.5659414,191.257482,155.2392269,125.9475984,99.73603543,121.9798663,136.4262322,180.1617492,148.4323994,112.8575875,96.39589771,140.293567,83.21573738,90.83928366,72.91014692,150.0553391,129.5904145,100.870539,169.4831796,90.99483698,117.6689687,95.48776269,105.740753,77.13451522,279.1172827,92.970627,253.3991825,107.4744932,115.3529179,146.9260085,114.8584504,111.7390648,117.5295849,59.14763606,124.471337,126.6882975
Onalespib,"0,016",87.61155363,70.74013512,159.6254324,134.8094909,134.2042044,142.48674,52.99723196,124.4429547,117.4381788,103.0614204,104.9522622,102.4724887,77.24205564,154.2277558,104.1091106,80.14501509,100.8422605,70.6813576,186.9549326,96.59908031,76.17121988,101.8349747,72.00732546,74.57946397,80.94033377,116.754769,109.6405749,111.3252618,209.1043164,111.8116731,95.78550728,77.06010848,73.55655737,98.59436035,136.369389,115.6214634,121.1399306,83.66139007,154.9937329,115.2319855,57.52985683,120.0317119,140.4800063,113.3795966,92.04397275,178.7067702,183.2286278,74.97030198,65.78943474,172.6229261,50.37050895,118.046607,139.6656123
Onalespib,"0,08",91.36087899,82.19619602,71.46147401,69.53337045,69.08406142,72.422356,17.74026478,91.13313754,145.1003358,109.8396456,90.66597418,82.06871,3.578763863,92.67596615,92.38160675,85.38753351,120.0425539,73.4481272,102.3281238,190.7128958,77.2914828,100.4863219,110.2495366,102.3385943,119.5521247,134.9047173,92.88696283,148.7806657,190.8734718,122.2813788,95.40501451,55.05949313,173.0624693,47.86138438,70.5896395,177.0363586,96.81146642,63.08979593,78.03676224,88.12629133,58.50331471,160.1125053,78.31222152,187.0405407,156.3994903,126.2270024,174.7872143,13.27056419,68.0913249,224.3155545,12.51125239,110.705521,100.9426403
Onalespib,"0,400",4.152211072,13.05336336,3.114236387,3.968371773,3.09272754,3.6863548,37.4208638,40.72400555,17.5344606,17.09874203,2.230356784,19.28303137,3.829649654,2.189433748,2.033329088,13.51217732,6.740991123,16.99093285,8.682151068,2.575888627,7.190676159,2.220033167,78.77731054,4.597558473,7.700589399,7.591181958,7.699151268,3.064077226,181.7291564,2.954529825,13.02615956,2.074154541,17.3737242,2.082342239,2.341871671,28.24531309,3.089975703,1.646787518,2.860359558,3.405767872,2.570797985,2.268256772,3.227706193,3.448147059,5.016955076,4.151719547,195.2697051,1.83622194,2.328528742,3.038171867,36.64668678,9.89672737,9.730486386
Onalespib,2,2.673022275,3.360129247,2.092933682,3.081714524,2.953873322,2.3299995,2.702168723,128.2917496,2.417220753,2.993074187,9.679798611,2.87970193,3.05890097,2.686723794,2.562771638,2.460298833,2.523144566,3.174287656,2.573133465,2.990020756,14.13498201,2.746694621,2.544669327,2.2994563,3.357444957,3.315280604,2.50514068,2.682850651,3.378213752,3.142204524,2.545591832,2.700030453,2.759887519,2.77090497,2.5285184,2.308002809,2.996659221,2.62388703,2.977845643,2.033436642,2.433066337,3.090325039,2.277111636,2.791388077,4.132027042,3.411068254,4.340487373,2.236915753,3.064285232,4.047533773,2.637407514,2.91979166,3.136991078
Onalespib,10,1.354893644,2.080730442,1.700373164,1.678857811,1.70353131,1.7812663,2.577209603,1.706515758,1.971804931,1.965433331,5.0860305,2.184789322,1.615667552,1.56900011,1.613192648,1.682356447,1.611695209,1.703341543,2.326148647,1.808040271,2.505675055,1.34794908,1.991676613,1.35766171,1.996379539,2.751762781,1.205412237,1.569842919,1.099187443,2.641451365,1.985266894,1.838853527,1.80180196,1.596618759,1.45753082,1.811089032,1.769290305,1.598166699,1.841507299,1.41295808,1.377399107,1.608504401,1.28915287,1.121232446,3.203577958,1.605677704,2.200898449,0.737985232,2.122772565,1.811023879,2.70663482,2.36149931,1.790577176
Ganetespib,"0,0032",87.13043197,101.1321355,73.91701205,78.64579828,115.030484,119.38724,87.7811231,99.10853951,64.52799398,114.4269526,121.0854749,96.92398885,105.703762,93.01856755,116.4699406,76.1131405,100.5449187,81.44549853,108.5370923,91.38971915,82.24178275,82.94569433,97.41119001,82.19928107,150.5902012,56.35829103,121.8534203,120.4036826,66.41490317,81.93799804,103.3048265,125.4491395,151.8536082,80.90166416,93.12122305,139.3215988,138.9745964,94.61131631,106.2235271,83.09661291,73.7625272,21.30399844,146.4271719,32.24225377,132.6938706,91.06922728,68.51055697,28.41755955,114.5840201,207.5264143,86.27884391,44.5430073,129.1680795
Ganetespib,"0,016",91.90576588,129.5206599,172.8294518,66.26080727,88.3076856,43.265933,94.78761911,104.6710957,55.5186809,105.9648382,84.19869204,144.3964825,93.99364572,110.4980269,71.58294439,120.1913513,46.42124588,102.2070485,22.39334368,21.46274923,41.19800835,93.44287,116.9314942,82.9429219,87.84680399,43.9104567,20.28425321,92.90094323,76.24392423,4.645325882,76.38033957,104.9592428,43.83122789,112.1909234,84.47880607,108.2373538,78.61406654,80.86769188,155.887223,91.73886988,116.3827472,14.53984429,204.2129947,21.25859317,143.8350948,142.2291426,88.72510247,1.492986547,84.80836387,232.3958664,95.57610395,100.727298,67.43397635
